,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,type
206,4.372945,-0.20399694,3.0995235,-0.60194165,2.1896346,-1.2481330614547534,-1.575686465568665,1.6339998,-0.12687781,1.828117,0.23087956,7,1
208,0.47261935,0.68026316,-0.25083706,-0.5806892,2.440742,-0.7273853374555704,-0.3740899543667559,0.6806794,-0.0024285747,1.08172,-0.94204444,5,1
209,2.9688275,-0.20399694,1.9341805,-0.70820385,0.13055551,-1.3638547778990164,-1.7370949521480261,1.1573497,0.55759305,2.6491542,-0.020461353,7,1
210,1.9547428,1.248716,2.0798485,-0.72945625,-0.6227662,-1.4795764943432792,-1.7370949521480261,0.42534852,0.4953684,2.4998748,1.5713631,6,1
211,0.62863225,2.4803646,-0.5421728,-0.5594368,1.5869772,-1.190272203232622,-0.9659210718244127,0.76580995,0.8064915,0.26068273,-0.4393626,6,1
212,3.436867,0.68026316,2.371184,-0.70820385,0.3816627,-1.4795764943432792,-1.8088320572944088,1.1573497,-0.064653195,1.08172,-0.27180225,6,1
213,0.7846451,1.501362,-0.396505,-0.6869514,0.43188405,-0.148776755234256,-0.9121182429646257,0.44235432,0.4953684,-0.7096338,-0.35558203,5,1
214,0.47261935,2.543526,-1.7075156,-0.6444465,2.0389705,-1.190272203232622,-1.3425408738429216,0.95305663,0.12202067,1.3802786,-0.6069229,6,1
216,1.1746776,1.8487499,-1.1248442,-0.72945625,2.4909635,-1.0166896285662277,-1.1990666635501563,0.544511,-0.50022554,0.33532238,0.39843988,5,1
217,0.70663905,2.4803646,-0.68784064,-0.6869514,1.0345412,-1.1324113450104907,-1.3425408738429216,0.71473163,0.8687161,0.18604305,-1.1933845,5,1
218,0.23859967,0.9960705,-0.9063424,-0.75070864,1.2354271,-1.190272203232622,-1.2887380449831345,0.37427017,1.0553914,0.11140339,-0.6907035,5,1
219,0.47261935,1.248716,0.11333263,-0.6444465,1.4363129,-0.38022018812278174,0.5046895836764315,0.6636736,0.4953684,0.55924183,-0.85826385,5,1
220,0.47261935,0.048648782,0.40466827,-0.72945625,1.536756,-0.38022018812278174,-1.0376581769707953,0.6125952,0.74426687,0.4846017,-0.94204444,6,1
222,-0.30744576,1.7540078,-1.9988513,-0.83571845,0.28121978,-1.4795764943432792,-1.8985034387273871,0.2210554,1.2420653,0.55924183,-0.85826385,5,1
223,1.0966716,1.9750727,-0.46933886,-0.72945625,1.5869772,-1.305993919676885,-1.575686465568665,1.2084078,0.37091917,0.55924183,-0.4393626,6,1
224,0.940658,1.9119112,0.3318344,-0.72945625,1.8883061,-0.9009679121219648,-1.0914610058305823,0.97008276,0.55759305,0.33532238,-0.10424192,4,1
225,0.39461255,0.6171018,-0.46933886,-0.60194165,1.0847628,-0.09091589701212452,-0.9479867955378171,0.5274849,0.93094075,0.40996206,-0.020461353,6,1
227,1.4086974,3.080398,-1.270512,-0.60194165,1.8883061,-1.2481330614547534,-1.6653578470016435,1.2935181,1.0553914,0.7831608,-0.6069229,5,1
228,0.39461255,0.6171018,-0.46933886,-0.60194165,1.0847628,-0.09091589701212452,-0.9479867955378171,0.5274849,0.93094075,0.40996206,-0.020461353,6,1
229,-0.22943932,1.1855546,-0.46933886,-0.60194165,1.4865345,-1.190272203232622,-1.4142779789893043,0.76580995,1.4909638,-0.18715572,0.39843988,5,1
230,-1.5555502,0.9329089,-1.9988513,-0.814466,0.13055551,-0.669524479233439,-0.17681291521420364,-0.6471345,1.9887608,0.7085212,1.4038028,7,1
231,0.62863225,0.3012945,-1.8531834,-0.77196115,1.3358701,-1.074550486788359,-1.1990666635501563,0.5615169,0.93094075,-0.037876386,-0.5231432,6,1
232,1.0186648,0.23813312,-0.83350843,-0.5594368,1.9385276,-0.7273853374555704,-1.0376581769707953,1.1573497,0.74426687,1.3056389,-0.77448326,6,1
233,-0.22943932,1.1855546,-0.46933886,-0.60194165,1.4865345,-1.190272203232622,-1.4142779789893043,0.76580995,1.4909638,-0.18715572,0.39843988,5,1
234,0.7846451,4.217304,-1.6346816,-0.66569895,0.6829912,-1.3638547778990164,-1.4142779789893043,0.76580995,0.6198176,0.18604305,-1.277165,6,1
235,0.004579993,1.8803306,-2.290187,-0.75070864,2.2900777,-0.9588287703440963,-1.3963437027027086,0.7317577,0.93094075,0.40996206,-1.277165,6,1
236,0.004579993,1.8803306,-2.290187,-0.75070864,2.2900777,-0.9588287703440963,-1.3963437027027086,0.7317577,0.93094075,0.40996206,-1.277165,6,1
237,0.004579993,1.9750727,-2.290187,-0.75070864,2.2900777,-0.9009679121219648,-1.3784094264161129,0.7317577,0.93094075,0.40996206,-1.1096047,6,1
238,0.004579993,1.8803306,-2.290187,-0.75070864,2.2900777,-0.9588287703440963,-1.3963437027027086,0.7317577,0.93094075,0.40996206,-1.277165,6,1
239,0.7846451,4.217304,-1.6346816,-0.66569895,0.6829912,-1.3638547778990164,-1.4142779789893043,0.76580995,0.6198176,0.18604305,-1.277165,6,1
241,3.7488925,0.3012945,1.7885128,-0.70820385,2.089192,-1.4217156361211478,-1.6474235707150477,1.5829215,-0.50022554,1.3802786,0.31465933,6,1
242,0.39461255,1.5645233,-1.5618478,-0.77196115,2.5411847,-0.148776755234256,-0.12301008635441665,0.35724404,-0.87357473,-0.26179537,-0.6069229,6,1
243,6.089088,-0.77245003,0.91450566,-0.6869514,1.1852059,-1.190272203232622,-1.6474235707150477,1.8552785,-0.93579936,2.3505952,-1.1096047,7,1
244,6.089088,-0.77245003,0.91450566,-0.6869514,1.1852059,-1.190272203232622,-1.6474235707150477,1.8552785,-0.93579936,2.3505952,-1.1096047,7,1
245,0.0825868,2.0698152,-2.290187,-0.72945625,1.6371987,-1.4217156361211478,-1.6653578470016435,1.2594862,2.424333,3.246272,-0.5231432,6,1
246,-0.07342644,2.196138,-1.7803495,-0.75070864,1.1852059,-0.8431070538998333,-1.163198110976965,0.76580995,0.99316686,-0.037876386,-0.85826385,5,1
247,0.7846451,1.6908464,-1.0520102,-0.66569895,1.0345412,-1.1324113450104907,-0.7686440326718604,0.57854295,-0.12687781,-0.5603545,-1.0258242,5,1
248,0.39461255,1.248716,-1.8531834,-0.79321355,1.1349844,-1.2481330614547534,-1.3784094264161129,0.5274849,0.8064915,-0.3364353,-0.6069229,6,1
249,0.0825868,2.0698152,-2.290187,-0.72945625,1.6371987,-1.4217156361211478,-1.6653578470016435,1.2594862,2.424333,3.246272,-0.5231432,6,1
250,2.8128147,-0.07767417,0.91450566,-0.814466,0.5825485,-0.8431070538998333,-1.4142779789893043,1.3275703,-0.0024285747,1.9027567,-0.4393626,6,1
251,-0.07342644,1.6908464,-2.290187,-0.77196115,1.1349844,-0.8431070538998333,-1.4680808078490912,0.8849725,1.5531884,1.3056389,-0.5231432,6,1
252,3.0468345,0.11181017,1.2058413,-0.4956795,1.9385276,-1.4795764943432792,-1.7012263995748347,1.3616226,-0.3135517,0.03676328,-0.020461353,5,1
253,0.39461255,2.7961714,0.76883775,-0.75070864,2.0389705,-1.305993919676885,-0.5354984409461169,0.44235432,0.059796046,0.4846017,-0.85826385,5,1
254,-0.07342644,1.6908464,-2.290187,-0.77196115,1.1349844,-0.8431070538998333,-1.4680808078490912,0.8849725,1.5531884,1.3056389,-0.5231432,6,1
255,0.62863225,1.501362,-0.6150067,-0.474427,1.0847628,-0.7852461956777019,0.056332676511539954,0.7317577,0.24646991,0.33532238,-1.0258242,5,1
256,1.720723,0.048648782,0.40466827,-0.6869514,1.1852059,-1.4795764943432792,-1.8447006098676,1.1573497,-0.0024285747,0.7085212,-1.1096047,5,1
257,-0.46345899,2.29088,-2.290187,-0.70820385,1.1852059,-1.074550486788359,-1.0735267295439868,0.7487838,1.6776377,1.08172,-1.1096047,5,1
259,2.1887624,-0.14083555,1.1330074,-0.60194165,1.6874202,-0.9588287703440963,-1.486015084135687,1.7191101,0.8687161,2.0520365,-0.020461353,7,1
260,0.5506258,-0.014512601,-0.6150067,-0.79321355,1.2856487,-0.7273853374555704,-1.270803768696539,0.5615169,0.43314376,0.93244016,-1.0258242,5,1
261,-0.15143289,4.059401,-1.9988513,-0.72945625,1.787863,-1.074550486788359,-0.8762496903914344,0.35724404,0.8064915,0.55924183,-0.94204444,4,1
262,0.62863225,1.1855546,-2.071685,-0.79321355,0.9340986,-1.190272203232622,-1.4501465315624955,0.39129627,0.74426687,0.33532238,-0.4393626,5,1
263,0.5506258,0.23813312,-0.6150067,-0.77196115,1.2856487,-0.43808104634491324,-1.1990666635501563,0.57854295,0.37091917,1.08172,-1.0258242,5,1
264,4.138925,1.4382006,1.2786754,-0.6444465,0.63277006,-1.4795764943432792,-1.5936207418552608,1.8042204,-0.87357473,2.5745146,0.31465933,5,1
265,3.5928798,-0.45664287,1.497177,-0.77196115,0.9843201,-1.4217156361211478,-1.8985034387273871,0.7487838,-0.12687781,1.4549187,-0.27180225,7,1
266,0.70663905,3.3962054,-2.290187,-0.45317462,2.2398562,-0.26449847167851886,-0.9838553481110084,1.923383,2.3621085,1.4549187,-0.6069229,4,1
267,0.5506258,0.11181017,1.0601736,-0.38941732,1.3358701,-0.9009679121219648,-1.4142779789893043,0.9190247,0.8064915,2.4998748,1.9064845,8,1
268,-0.22943932,1.3118777,-1.9988513,-0.5169319,1.2856487,-1.3638547778990164,-1.5936207418552608,1.3956748,2.9221315,2.8730738,-0.94204444,6,1
269,3.35886,-0.9619343,1.4243431,-0.30440757,2.6416278,-1.5374373525654108,-1.6653578470016435,1.7020841,0.37091917,3.3209121,-0.35558203,6,1
270,0.5506258,1.3434584,-1.8531834,-0.30440757,1.787863,-0.20663761345638743,-0.9838553481110084,0.64664745,0.8687161,1.08172,0.14709899,6,1
271,3.35886,-0.9619343,1.4243431,-0.30440757,2.6416278,-1.5374373525654108,-1.6653578470016435,1.7020841,0.37091917,3.3209121,-0.35558203,6,1
272,2.8908207,0.23813312,1.9341805,-0.30440757,0.9843201,-0.7852461956777019,-0.9121182429646257,1.6169738,-0.0024285747,1.9027567,-0.35558203,5,1
273,0.940658,2.4172027,-0.83350843,-0.6444465,1.2354271,-1.190272203232622,-1.3963437027027086,0.93603057,0.55759305,0.8578005,-0.94204444,5,1
275,0.5506258,1.3434584,-1.8531834,-0.30440757,1.787863,-0.20663761345638743,-0.9838553481110084,0.64664745,0.8687161,1.08172,0.14709899,6,1
276,-0.22943932,1.3118777,-1.9988513,-0.5169319,1.2856487,-1.3638547778990164,-1.5936207418552608,1.3956748,2.9221315,2.8730738,-0.94204444,6,1
277,3.35886,-0.9619343,1.4243431,-0.30440757,2.6416278,-1.5374373525654108,-1.6653578470016435,1.7020841,0.37091917,3.3209121,-0.35558203,6,1
280,3.2808533,-0.45664287,0.91450566,-0.38941732,0.9843201,-1.4217156361211478,-1.7370949521480261,1.3616226,-0.6246763,2.2013159,-1.0258242,6,1
282,0.3166061,1.1855546,-1.4161798,-0.5169319,0.78343433,-1.074550486788359,-1.1273295584037737,0.85092026,0.8687161,0.33532238,-1.1933845,5,1
284,2.1107557,1.6276847,-1.7803495,-0.43192214,2.5411847,0.08266667765426983,-0.8045125852450518,1.8893307,0.55759305,1.3802786,-0.6069229,5,1
285,2.1107557,1.6276847,-1.7803495,-0.43192214,2.5411847,0.08266667765426983,-0.8045125852450518,1.8893307,0.55759305,1.3802786,-0.6069229,5,1
286,3.7488925,0.7434246,1.7156789,-0.72945625,1.0847628,-0.3223593299006503,-1.1990666635501563,1.7361362,-0.74912554,1.7534773,-0.18802169,6,1
287,0.23859967,0.42761746,-1.4161798,-0.5169319,2.0389705,-0.09091589701212452,-1.1273295584037737,0.71473163,0.93094075,1.3056389,-0.18802169,6,1
288,1.1746776,1.1855546,-1.6346816,-0.6231941,1.9887488,-0.6116636210113076,-1.1990666635501563,1.0211611,0.74426687,2.4998748,0.06331921,7,1
289,3.436867,0.55394024,1.5700108,-0.45317462,2.691849,0.14052753587640127,-0.3202871255069689,2.1787543,-0.12687781,3.1716323,-1.1096047,5,1
290,1.1746776,1.1855546,-1.6346816,-0.6231941,1.9887488,-0.6116636210113076,-1.1990666635501563,1.0211611,0.74426687,2.4998748,0.06331921,7,1
292,2.5007882,1.3750392,-0.6150067,-0.5806892,1.9887488,-0.7273853374555704,-1.2170009398367518,1.6339998,-0.0024285747,0.8578005,-0.18802169,6,1
293,-0.22943932,0.17497174,-0.46933886,-0.6444465,2.340299,-1.4795764943432792,-1.790897781007813,0.6125952,1.1798407,0.55924183,-0.35558203,6,1
294,4.7629776,0.048648782,1.497177,-0.474427,2.139413,-0.7852461956777019,-1.1273295584037737,2.3149228,-1.0602486,2.126676,-0.85826385,6,1
295,2.8128147,1.0592319,1.0601736,-0.6231941,1.0847628,-1.4795764943432792,-1.5936207418552608,1.872325,-1.0602486,0.8578005,-0.85826385,5,1
296,2.6568017,3.1435595,0.40466827,-0.60194165,1.7376418,-0.26449847167851886,-0.8224468615316474,1.1913817,-0.3757763,-0.037876386,-0.5231432,5,1
297,-0.07342644,1.8803306,-1.8531834,-0.72945625,1.5869772,-1.305993919676885,-1.5577521892820694,1.3445965,2.7976823,1.5295584,-0.77448326,5,1
298,0.004579993,2.0066533,-2.144519,-0.66569895,2.139413,-1.4795764943432792,-1.5218836367088782,1.5999476,2.7976823,2.0520365,-0.6907035,5,1
299,-0.22943932,2.1329765,-1.8531834,-0.70820385,1.4363129,-1.305993919676885,-1.486015084135687,1.3105443,2.859907,1.3802786,-0.77448326,5,1
300,0.23859967,1.248716,-1.8531834,-0.60194165,1.7376418,-0.6116636210113076,-1.2887380449831345,0.64664745,0.99316686,0.4846017,0.14709899,6,1
301,3.0468345,-0.9619343,1.2058413,-0.83571845,0.83365583,-1.3638547778990164,-1.8088320572944088,0.9190247,-0.0024285747,0.8578005,-0.35558203,6,1
302,0.8626519,2.3540413,-1.4161798,-0.60194165,2.0389705,-1.074550486788359,-1.575686465568665,1.6339998,1.802087,1.4549187,-0.4393626,5,1
304,0.940658,2.0066533,2.0798485,-0.70820385,3.0433993,-1.074550486788359,-0.4637613357997342,0.9190247,-0.12687781,-0.037876386,-1.1096047,5,1
305,2.4227822,1.248716,1.2058413,-0.6231941,0.5825485,-1.4217156361211478,-1.629489294428452,1.7701885,-0.6246763,0.4846017,-1.0258242,6,1
306,0.3166061,1.8171692,0.040498562,-0.6869514,1.536756,-1.3638547778990164,-1.109395282117178,0.6806794,0.8687161,-0.037876386,-0.94204444,5,1
309,0.16059324,-0.2671585,0.4775021,-0.79321355,0.53232694,-1.2481330614547534,-1.5398179129954739,0.7487838,1.1798407,0.03676328,-0.85826385,6,1
310,2.4227822,1.248716,1.2058413,-0.6231941,0.5825485,-1.4217156361211478,-1.629489294428452,1.7701885,-0.6246763,0.4846017,-1.0258242,6,1
311,0.5506258,1.248716,-0.5421728,-0.72945625,1.0345412,-0.9009679121219648,-0.19474719150079928,0.47640657,0.30869454,0.11140339,-0.94204444,6,1
312,1.4086974,0.80658615,-0.032335293,-0.5594368,2.089192,-0.669524479233439,-0.3202871255069689,1.2084078,0.6198176,0.7831608,-0.85826385,6,1
313,1.0966716,0.8697475,-0.10516915,-0.5169319,1.2354271,-0.03305503878999308,0.3432810970970705,1.0211611,0.4953684,0.03676328,-0.94204444,5,1
314,0.16059324,0.17497174,-0.17800322,-0.60194165,1.787863,-0.26449847167851886,-0.786578308958456,0.6296213,1.0553914,1.1563596,0.39843988,5,1
316,1.8767366,1.4382006,-0.6150067,-0.43192214,2.5411847,0.3719709687649271,-0.4278927832265429,1.7020841,0.4953684,0.93244016,-0.35558203,5,1
317,1.8767366,2.7645907,-1.4161798,-0.53818434,1.536756,-0.03305503878999308,-0.7507097563852647,1.3786486,0.4953684,0.8578005,-0.10424192,6,1
318,2.0327497,2.0698152,0.550336,-0.474427,1.5869772,-0.5538027627891762,-1.0197239006841996,1.463759,0.93094075,1.3802786,0.81734115,7,1
319,1.8767366,2.7645907,-1.4161798,-0.53818434,1.536756,-0.03305503878999308,-0.7507097563852647,1.3786486,0.4953684,0.8578005,-0.10424192,6,1
320,2.0327497,2.0698152,0.550336,-0.474427,1.5869772,-0.5538027627891762,-1.0197239006841996,1.463759,0.93094075,1.3802786,0.81734115,7,1
321,1.642717,1.7540078,-0.396505,-0.43192214,1.9385276,-0.3223593299006503,-0.5175641646595212,1.7531624,0.12202067,0.7085212,-0.6907035,5,1
322,0.47261935,1.8171692,-1.9260173,-0.66569895,1.3860917,-1.4217156361211478,-1.7550292284346218,0.93603057,0.43314376,0.7831608,-1.0258242,5,1
323,2.4227822,1.6276847,0.76883775,-0.5594368,1.9385276,0.25624925232066414,-0.7686440326718604,1.4978112,0.37091917,1.3056389,-0.85826385,6,1
326,3.436867,1.248716,2.5168521,-0.37879106,3.4953923,-1.4217156361211478,-1.8267663335810045,1.0892453,-1.0602486,1.6041981,0.81734115,7,1
327,2.4227822,0.68026316,1.3515092,-0.19814539,2.792292,-1.4795764943432792,-1.8447006098676,1.1573497,0.37091917,2.2759554,0.81734115,5,1
328,4.8409834,-0.39348128,2.2255163,-0.60194165,1.536756,-1.4217156361211478,-1.7012263995748347,1.9063771,-0.3757763,1.08172,-0.6907035,6,1
329,2.734808,0.80658615,0.550336,-0.72945625,0.48210558,-1.3638547778990164,-1.8088320572944088,1.1913817,-0.25132707,0.7085212,-0.85826385,5,1
330,2.3447752,0.17497174,2.371184,-0.53818434,3.545614,-1.190272203232622,-1.3425408738429216,1.1573497,0.059796046,1.0070803,1.6551436,6,1
331,2.3447752,0.17497174,2.371184,-0.53818434,3.545614,-1.190272203232622,-1.3425408738429216,1.1573497,0.059796046,1.0070803,1.6551436,6,1
332,0.62863225,1.5645233,-0.25083706,-0.474427,0.73321277,-0.5538027627891762,-0.033338704921438346,0.9190247,-0.0024285747,0.11140339,-0.94204444,6,1
333,0.940658,1.4382006,-1.7075156,-0.70820385,2.691849,-0.8431070538998333,-1.2887380449831345,0.4083224,-0.5624502,-0.037876386,0.39843988,5,1
334,0.5506258,2.0066533,-2.217353,-0.6231941,1.3358701,-0.7852461956777019,-1.3963437027027086,0.57854295,0.74426687,1.6041981,0.9849015,7,1
335,3.6708858,2.29088,1.5700108,-0.43192214,3.8469424,-1.3638547778990164,-1.7012263995748347,1.5658954,-0.3135517,2.3505952,1.4038028,7,1
336,1.3306905,0.6171018,0.98733956,-0.75070864,0.03011261,-1.4217156361211478,-1.790897781007813,0.06784065,0.8064915,1.3056389,1.6551436,6,1
337,0.47261935,0.6171018,0.040498562,-0.5594368,1.4363129,-0.09091589701212452,-1.0376581769707953,0.95305663,0.55759305,0.8578005,-0.18802169,5,1
338,4.0609183,0.9960705,1.9341805,-0.5169319,2.5914063,-0.148776755234256,-0.30235284922037325,2.1106498,-0.3757763,3.544831,0.81734115,6,1
340,3.9049056,0.048648782,1.3515092,-0.6444465,0.73321277,-1.190272203232622,-1.7012263995748347,1.8382727,-0.6246763,4.888346,-1.1096047,6,1
341,2.6568017,0.55394024,1.2058413,-0.5806892,0.6829912,-1.4795764943432792,-1.7550292284346218,0.8849725,-0.064653195,2.5745146,0.6497808,6,1
342,2.8908207,0.36445588,1.1330074,-0.77196115,3.3447278,-1.4217156361211478,-1.8267663335810045,1.225434,0.4953684,1.6788377,-0.6069229,6,1
343,2.8908207,0.36445588,1.1330074,-0.77196115,3.3447278,-1.4217156361211478,-1.8267663335810045,1.225434,0.4953684,1.6788377,-0.6069229,6,1
344,3.6708858,1.501362,1.3515092,-0.60194165,1.536756,-1.4217156361211478,-1.5039493604222824,2.0425456,-0.6246763,1.9027567,0.14709899,6,1
345,-0.15143289,2.2277186,-2.290187,-0.75070864,0.78343433,0.5455535434313215,-0.9479867955378171,1.1232976,2.3621085,2.126676,-0.5231432,5,1
346,-0.46345899,3.0488174,-2.144519,-0.5806892,1.0345412,-0.7852461956777019,-1.4680808078490912,0.306186,2.2376592,2.723794,1.4875833,7,1
347,5.15301,0.9960705,2.5896862,-0.5169319,2.089192,-1.4217156361211478,-1.8088320572944088,1.3616226,-1.2469225,3.022353,1.2362424,6,1
348,1.8767366,1.4382006,-0.032335293,-0.5594368,1.8883061,-0.9009679121219648,-1.2528694924099433,1.1232976,-0.6869009,2.9477134,-0.4393626,6,1
349,1.4867041,2.8593333,-2.290187,-0.60194165,2.089192,-1.1324113450104907,-1.575686465568665,1.6339998,0.8687161,2.4998748,-0.94204444,6,1
350,2.734808,2.1329765,-0.68784064,-0.5806892,2.792292,-0.7852461956777019,-1.4680808078490912,1.974441,0.37091917,3.395552,-0.5231432,6,1
351,1.4867041,2.9224946,-2.290187,-0.60194165,2.2398562,-1.1324113450104907,-1.6115550181418565,1.6339998,0.8064915,2.2759554,-0.94204444,6,1
352,0.39461255,2.1013958,-2.290187,-0.6444465,1.9385276,-1.305993919676885,-1.7370949521480261,0.95305663,0.30869454,1.5295584,-1.0258242,5,1
353,4.91899,1.248716,3.4636931,-0.13438804,3.4451709,-0.43808104634491324,-0.6969069275254778,2.451091,-0.25132707,1.828117,2.074045,5,1
354,-0.85349154,-0.77245003,0.62317,-0.85697085,0.73321277,0.5455535434313215,0.8813093856949403,-1.1578368,0.18424529,0.4846017,1.1524618,6,1
355,-0.38545257,2.638268,-2.217353,-0.6444465,1.3358701,-0.7852461956777019,-1.5039493604222824,0.306186,2.0509853,0.6338815,1.9064845,6,1
356,3.35886,0.49077883,1.497177,-0.5169319,1.4363129,-0.09091589701212452,-1.0914610058305823,1.872325,0.24646991,2.6491542,0.39843988,5,1
357,2.578795,0.55394024,2.5168521,-0.5275581,3.2442846,-1.074550486788359,-1.5577521892820694,0.816868,0.12202067,1.6788377,0.9849015,7,1
358,3.6708858,0.6171018,2.5168521,-0.4956795,2.8927348,-1.190272203232622,-1.6653578470016435,1.8382727,-0.43800092,2.4252353,-0.10424192,7,1
359,4.216932,0.3012945,2.5168521,-0.60194165,1.8380846,-1.190272203232622,-1.3425408738429216,2.1787543,-0.3135517,1.1563596,-0.6069229,6,1
360,0.7846451,2.3224607,-0.6150067,-0.72945625,2.3905203,-0.9588287703440963,-0.6251698223790951,0.9190247,-0.18910244,1.3056389,-0.94204444,5,1
361,1.0966716,0.7434246,-0.032335293,-0.60194165,1.7376418,-0.5538027627891762,-1.1811323872635606,1.225434,0.93094075,2.8730738,-0.5231432,6,1
362,3.6708858,1.5645233,2.5168521,-0.6231941,1.0345412,-1.4217156361211478,-1.4142779789893043,1.5658954,-1.0602486,0.26068273,-0.4393626,5,1
363,4.138925,0.80658615,2.29835,-0.72945625,0.9843201,-1.4217156361211478,-1.8088320572944088,1.4297067,-1.4335964,2.5745146,-0.27180225,5,1
365,2.1887624,0.55394024,1.3515092,-0.43192214,2.792292,-1.3638547778990164,-1.7012263995748347,1.1232976,0.24646991,3.022353,1.0686821,6,1
367,2.5007882,1.5329427,2.1526825,-0.60194165,1.2354271,-1.1324113450104907,-1.6474235707150477,1.8382727,-0.3757763,1.2309992,-1.277165,5,1
369,1.720723,-0.39348128,1.5700108,-0.6444465,1.1349844,-1.4217156361211478,-1.7550292284346218,0.544511,-0.12687781,4.5151477,1.2362424,7,1
370,-0.22943932,2.73301,-2.144519,-0.66569895,0.5825485,0.25624925232066414,-0.9479867955378171,0.9871089,2.1754346,1.9027567,-0.5231432,5,1
371,0.5506258,-0.58296573,0.62317,-0.814466,0.23099843,-1.1324113450104907,-1.629489294428452,0.71473163,0.6198176,2.5745146,-1.528506,6,1
373,0.16059324,1.3750392,-0.68784064,-0.6869514,2.7420704,-1.074550486788359,-0.786578308958456,0.44235432,-1.0602486,0.7831608,-1.1096047,5,1
